gene_name	drug_name	interaction_type	source	gene_categories	UC	CD
ANXA5	1,4-DIDEOXY-5-DEHYDRO-O2-SULFO-GLUCURONIC ACID	n/a	DrugBank	cell surface,external side of plasma membrane	false	false
ANXA5	1,4-DIDEOXY-O2-SULFO-GLUCURONIC ACID	n/a	DrugBank	cell surface,external side of plasma membrane	false	false
ANXA5	L-ALPHA-GLYCEROPHOSPHORYLSERINE	n/a	DrugBank	cell surface,external side of plasma membrane	false	false
WARS	L-TRYPTOPHAN	inhibitor	DrugBank	druggable genome	false	false
WARS	TRYPTOPHANYL-5'AMP	n/a	DrugBank	druggable genome	false	false
WARS	L-TRYPTOPHANAMIDE	n/a	DrugBank	druggable genome	false	false
PDE4B	4-[8-(3-NITROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]BENZOIC ACID	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	S,S-(2-HYDROXYETHYL)THIOCYSTEINE	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	1-(2-CHLOROPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	KETOTIFEN	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ILOPROST	inducer	DrugBank	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	8-BROMO-ADENOSINE-5'-MONOPHOSPHATE	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PICLAMILAST	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	THEOBROMINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	FILAMINAST	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	APREMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	RESVERATROL	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	OGLEMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	RESVERATROL	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ETAZOLATE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	ROLIPRAM	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	RS-25344	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	4-[8-(3-NITROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]BENZOIC ACID	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	S,S-(2-HYDROXYETHYL)THIOCYSTEINE	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	1-(2-CHLOROPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	KETOTIFEN	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ILOPROST	inducer	DrugBank	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	8-BROMO-ADENOSINE-5'-MONOPHOSPHATE	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	PICLAMILAST	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	THEOBROMINE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	inhibitor	DrugBank	drug resistance,druggable genome	false	false
PDE4B	FILAMINAST	n/a	DrugBank	drug resistance,druggable genome	false	false
PDE4B	APREMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	RESVERATROL	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	OGLEMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	RESVERATROL	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	ETAZOLATE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	n/a	TdgClinicalTrial	drug resistance,druggable genome	false	false
PDE4B	AMRINONE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	DYPHYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	ENPROFYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	THEOPHYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	PENTOXIFYLLINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	PAPAVERINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	CAFFEINE	n/a	TEND	drug resistance,druggable genome	false	false
PDE4B	ROFLUMILAST	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	IBUDILAST	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	ROLIPRAM	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
PDE4B	RS-25344	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome	false	false
MMP1	BMS 275291	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	MARIMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	BATIMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	PRINOMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE HYDRATE	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE CALCIUM	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE HYCLATE	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	MARIMASTAT	inhibitor	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	CIPEMASTAT	n/a	GuideToPharmacologyInteractions	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	BMS 275291	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	MARIMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	BATIMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	PRINOMASTAT	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE HYDRATE	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE CALCIUM	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	DOXYCYCLINE HYCLATE	inhibitor	ChEMBL	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	MARIMASTAT	inhibitor	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	N-HYDROXY-2-[4-(4-PHENOXY-BENZENESULFONYL)-TETRAHYDRO-PYRAN-4-YL]-ACETAMIDE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP1	CIPEMASTAT	n/a	GuideToPharmacologyInteractions	druggable genome,neutral zinc metallopeptidase,protease	false	false
IL1B	MINOCYCLINE	modulator	DrugBank	drug resistance,tumor suppressor	false	false
IL1B	VX-765	n/a	DrugBank	drug resistance,tumor suppressor	false	false
IL1B	GALLIUM NITRATE	antagonist	DrugBank	drug resistance,tumor suppressor	false	false
IL1B	VX-702	n/a	DrugBank	drug resistance,tumor suppressor	false	false
IL1B	CLODRONATE	n/a	PharmGKB	drug resistance,tumor suppressor	false	false
IL1B	GALLIUM NITRATE	inhibitor	TTD	drug resistance,tumor suppressor	false	false
IL1B	IBUDILAST	inhibitor	TTD	drug resistance,tumor suppressor	false	false
AKR1B10	TOLRESTAT	n/a	DrugBank	druggable genome	false	false
AKR1B10	2'-MONOPHOSPHOADENOSINE 5'-DIPHOSPHORIBOSE	n/a	DrugBank	druggable genome	false	false
IDO1	L-TRYPTOPHAN	binder	TTD		false	false
SLC2A3	GLUFOSFAMIDE	n/a	TdgClinicalTrial	druggable genome,transporter	false	false
SLC2A3	GLUFOSFAMIDE	n/a	TdgClinicalTrial	druggable genome,transporter	false	false
STS	2-AMINO-3-OXO-4-SULFO-BUTYRIC ACID	n/a	DrugBank	druggable genome	false	false
ANXA1	HYDROCORTAMATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNICARBATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	TRIAMCINOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNISONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	true	false
ANXA1	DESOXIMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	RIMEXOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	CLOCORTOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	FLUMETHASONE PIVALATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	AMCINONIDE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	METHYLPREDNISOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	BECLOMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DESONIDE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DEXAMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	BETAMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	CLOBETASOL	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	MOMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	LOTEPREDNOL ETABONATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	ALCLOMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DIFLORASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNISOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	HALOBETASOL PROPIONATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	HYDROCORTISONE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	true	false
ANXA1	DEXAMETHASONE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	AMCINONIDE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	HYDROCORTAMATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNICARBATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	TRIAMCINOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNISONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	true	false
ANXA1	DESOXIMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	RIMEXOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	CLOCORTOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	FLUMETHASONE PIVALATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	AMCINONIDE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	METHYLPREDNISOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	BECLOMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DESONIDE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DEXAMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	BETAMETHASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	CLOBETASOL	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	MOMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	LOTEPREDNOL ETABONATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	ALCLOMETASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	DIFLORASONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	PREDNISOLONE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	HALOBETASOL PROPIONATE	n/a	TEND	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	HYDROCORTISONE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	true	false
ANXA1	DEXAMETHASONE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	false	false
ANXA1	AMCINONIDE	agonist	DrugBank	cell surface,drug resistance,tumor suppressor	false	false
LYN	BOSUTINIB	n/a	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	NINTEDANIB	inhibitor	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	PONATINIB	inhibitor	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	MASITINIB	n/a	TdgClinicalTrial	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	SU6656	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	BOSUTINIB	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	MASITINIB	inhibitor	MyCancerGenomeClinicalTrial	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	BOSUTINIB	inhibitor	ChEMBL	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	BOSUTINIB	n/a	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	NINTEDANIB	inhibitor	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	PONATINIB	inhibitor	DrugBank	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	MASITINIB	n/a	TdgClinicalTrial	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	SU6656	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	BOSUTINIB	n/a	GuideToPharmacologyInteractions	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	MASITINIB	inhibitor	MyCancerGenomeClinicalTrial	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
LYN	BOSUTINIB	inhibitor	ChEMBL	drug resistance,druggable genome,kinase,tyrosine kinase	false	false
MTHFD2	TETRAHYDROFOLIC ACID	cofactor	DrugBank		false	false
ADM	PAROXETINE	n/a	PharmGKB	hormone activity	false	false
ACOX1	(3R)-3-HYDROXYDODECANOIC ACID	n/a	DrugBank		false	false
TIMP1	PACLITAXEL	n/a	CIViC	druggable genome,growth factor,protease inhibitor	false	false
NAMPT	N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE	n/a	DrugBank		false	false
PLA2G7	DARAPLADIB	n/a	GuideToPharmacologyInteractions	lipase,phospholipase	false	false
PLA2G7	RILAPLADIB	n/a	GuideToPharmacologyInteractions	lipase,phospholipase	false	false
PLA2G7	DARAPLADIB	inhibitor	TTD	lipase,phospholipase	false	false
PLA2G7	RILAPLADIB	inhibitor	TTD	lipase,phospholipase	false	false
PLA2G7	(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE	n/a	DrugBank	lipase,phospholipase	false	false
PLA2G7	DARAPLADIB	n/a	TdgClinicalTrial	lipase,phospholipase	false	false
IRS1	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID	n/a	DrugBank	clinically actionable	false	false
HCAR3	MEPENZOLATE	n/a	TEND	druggable genome,g protein coupled receptor	false	false
HCAR3	MEPENZOLATE	n/a	TdgClinicalTrial	druggable genome,g protein coupled receptor	false	false
HCAR3	ACIFRAN	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	2-HYDROXYOCTANOIC ACID	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	NICOTINIC ACID	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	D-TRYPTOPHAN	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	3-HYDROXYOCTANOIC ACID	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	D-PHENYLALANINE	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
HCAR3	D-KYNURENINE	n/a	GuideToPharmacologyInteractions	druggable genome,g protein coupled receptor	false	false
ACSL4	ROSIGLITAZONE	inhibitor	DrugBank		false	false
ACSL4	TROGLITAZONE	inhibitor	DrugBank		false	false
HCK	QUERCETIN	n/a	DrugBank	druggable genome,kinase,tyrosine kinase	false	false
HCK	BOSUTINIB	inhibitor	DrugBank	druggable genome,kinase,tyrosine kinase	false	false
HCK	BOSUTINIB	inhibitor	ChEMBL	druggable genome,kinase,tyrosine kinase	false	false
HCK	MASITINIB	n/a	TdgClinicalTrial	druggable genome,kinase,tyrosine kinase	false	false
HCK	QUERCETIN	n/a	DrugBank	druggable genome,kinase,tyrosine kinase	false	false
HCK	BOSUTINIB	inhibitor	DrugBank	druggable genome,kinase,tyrosine kinase	false	false
HCK	BOSUTINIB	inhibitor	ChEMBL	druggable genome,kinase,tyrosine kinase	false	false
HCK	MASITINIB	n/a	TdgClinicalTrial	druggable genome,kinase,tyrosine kinase	false	false
CXCR2	SB 225002	n/a	GuideToPharmacologyInteractions	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SB-656933	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SB-656933	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SCH-527123	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SCH-527123	n/a	TdgClinicalTrial	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SB 225002	n/a	GuideToPharmacologyInteractions	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SB-656933	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SB-656933	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SCH-527123	antagonist	TTD	cell surface,druggable genome,g protein coupled receptor	false	false
CXCR2	SCH-527123	n/a	TdgClinicalTrial	cell surface,druggable genome,g protein coupled receptor	false	false
GCH1	GUANINE	inhibitor	DrugBank		false	false
MMP3	MARIMASTAT	n/a	TdgClinicalTrial	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	N-HYDROXY 1N(4-METHOXYPHENYL)SULFONYL-4-(Z,E-N-METHOXYIMINO)PYRROLIDINE-2R-CARBOXAMIDE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	3-(1H-INDOL-3-YL)-2-[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-PROPIONIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	R-2-{[4'-METHOXY-(1,1'-BIPHENYL)-4-YL]-SULFONYL}-AMINO-6-METHOXY-HEX-4-YNOIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	HYDROXYAMINOVALINE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	A DISUBSTITUTED SUCCINYL CAPROLACTAM HYDROXYMATE MMP3INHIBITOR	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	3-METHYLPYRIDINE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	1-METHYLOXY-4-SULFONE-BENZENE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	MARIMASTAT	antagonist	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	PG-116800	inhibitor	TTD	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	UK-356618	n/a	GuideToPharmacologyInteractions	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	MARIMASTAT	n/a	TEND	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	MARIMASTAT	n/a	TdgClinicalTrial	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	N-HYDROXY 1N(4-METHOXYPHENYL)SULFONYL-4-(Z,E-N-METHOXYIMINO)PYRROLIDINE-2R-CARBOXAMIDE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	2-(2-{2-[(BIPHENYL-4-YLMETHYL)-AMINO]-3-MERCAPTO-PENTANOYLAMINO}-ACETYLAMINO)-3-METHYL-BUTYRIC ACID METHYL ESTER	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	3-(1H-INDOL-3-YL)-2-[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-PROPIONIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	R-2-{[4'-METHOXY-(1,1'-BIPHENYL)-4-YL]-SULFONYL}-AMINO-6-METHOXY-HEX-4-YNOIC ACID	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	HYDROXYAMINOVALINE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	A DISUBSTITUTED SUCCINYL CAPROLACTAM HYDROXYMATE MMP3INHIBITOR	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	3-METHYLPYRIDINE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	1-METHYLOXY-4-SULFONE-BENZENE	n/a	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
MMP3	MARIMASTAT	antagonist	DrugBank	druggable genome,neutral zinc metallopeptidase,protease	false	false
